形態素	IOB2	メンション	wikipediaタイトル	wikipediaページ
行為				
で				
ある				
と				
いう				
こと				
が				
含ま				
れ				
て				
いる				
わけ				
で				
ござい				
ます				
。				
その				
ため				
、				
特別				
法				
に				
おい				
て				
その				
賭博				
に				
当たる				
行為				
を				
許容				
する				
と				
いっ				
た				
場合				
に				
は				
、				
射幸				
性				
の				
程度				
、				
射幸				
性				
が				
高い				
、				
低い				
と				
いっ				
た				
要素				
が				
刑法				
と				
の				
整合				
性				
を				
保つ				
上				
で				
一				
つ				
の				
考慮				
要素				
と				
なる				
と				
いう				
こと				
で				
ここ				
に				
挙げ				
させ				
て				
いただい				
て				
いる				
もの				
で				
ござい				
ます				
。				
○				
大門				
実紀史				
君				
　				
発議				
者				
の				
岩屋				
さん				
に				
お				
聞き				
し				
たい				
と				
いう				
ふう				
に				
思い				
ます				
。				
　				
カジノ				
は				
一				
晩				
で				
何百				
万				
もうける				
、				
ほとんど				
レア				
ケース				
です				
けど				
、				
そう				
いう				
場合				
も				
ある				
し				
、				
ほとんど				
そんな				
もうから				
ない				
ん				
です				
けど				
、				
する				
場合				
は				
何十				
万				
、				
何百				
万				
と				
する				
。				
だ				
から				
みんな				
カジノ				
に				
行っ				
ちゃう				
と				
いい				
ます				
か				
、				
と				
いう				
ところ				
が				
ある				
わけ				
です				
ね				
。				
それ				
で				
百				
億				
以上				
すっ				
ちゃっ				
た				
と				
いう				
人				
も				
日本				
の				
経営				
者				
で				
いる				
わけ				
です				
けれど				
も				
、				
それ				
が				
カジノ				
な				
ん				
です				
よ				
ね				
。				
パチンコ				
と				
は				
違う				
。				
パチンコ				
の				
場合				
は				
、				
余り				
に				
も				
射幸				
性				
が				
高く				
なっ				
て				
、				
爆裂				
何				
と				
か				
機				
と				
いう				
の				
を				
警察				
が				
指導				
を				
し				
て				
射幸				
性				
を				
落とさ				
せ				
まし				
た				
けれど				
、				
そう				
いう				
こと				
が				
できる				
世界				
と				
違っ				
て				
、				
だ				
から				
賭博				
、				
だ				
から				
カジノ				
と				
いう				
こと				
に				
なっ				
て				
いる				
ん				
です				
よ				
ね				
。				
　				
したがっ				
て				
、				
民間				
の				
賭博				
場				
、				
民営				
賭博				
に				
この				
射幸				
性				
を				
コントロール				
さ				
せる				
と				
いう				
こと				
その				
もの				
が				
難しい				
ん				
じゃ				
ない				
か				
と				
思う				
ん				
です				
よ				
ね				
。				
いかが				
です				
か				
。				
どう				
やっ				
て				
やる				
ん				
です				
か				
。				
民間				
業				
者				
に				
射幸				
性				
コントロール				
しろ				
、				
抑えろ				
と				
言う				
の				
は				
できる				
ん				
です				
か				
。				
○				
衆議				
院				
議員				
（				
岩屋				
毅				
君				
）				
　				
射幸				
性				
と				
いう				
もの				
を				
どう				
いう				
ふう				
に				
考える				
か				
と				
いう				
こと				
に				
つい				
て				
は				
いろんな				
考え				
方				
が				
ある				
ん				
だろう				
と				
思い				
ます				
。				
また				
、				
それ				
も				
ゲーム				
の				
種類				
等				
に				
よっ				
て				
射幸				
性				
と				
いう				
もの				
を				
どう				
考え				
たら				
いい				
の				
か				
と				
いう				
の				
は				
様々				
な				
意見				
や				
議論				
が				
ある				
ん				
だろう				
と				
思い				
ます				
。				
今				
の				
例えば				
公営				
競技				
や				
富くじ				
等				
に				
おい				
て				
も				
、				
例えば				
キャリー				
オーバー				
で				
賞金				
が				
十				
億				
を				
超す				
なん				
と				
いう				
ケース				
も				
間々				
出				
て				
き				
て				
いる				
わけ				
で				
ござい				
まし				
て				
、				
そう				
いっ				
た				
こと				
と				
射幸				
性				
と				
いう				
の				
は				
どう				
考える				
べき				
か				
と				
いう				
議論				
も				
ある				
ん				
だろう				
と				
思い				
ます				
。				
　				
カジノ				
の				
場合				
は				
、				
先生				
は				
ちょっと				
極端				
な				
例				
を				
今				
挙げ				
られ				
まし				
た				
が				
、				
基本				
的				
に				
は				
やっぱり				
時間				
消費				
型				
の				
一				
つ				
の				
エンターテインメント				
な				
ん				
だろう				
と				
私				
は				
思っ				
て				
おり				
ます				
の				
で				
、				
しかも				
、				
大体				
、				
客				
に				
対する				
還元				
率				
と				
いう				
こと				
で				
いい				
ます				
と				
、				
他				
の				
ゲーミング				
に				
比べれ				
ば				
最も				
カジノ				
の				
還元				
率				
が				
高い				
と				
いう				
ふう				
に				
さ				
れ				
て				
おり				
ます				
の				
で				
、				
その				
射幸				
性				
と				
いっ				
た				
観点				
から				
見				
て				
も				
、				
私				
は				
特段				
問題				
に				
さ				
れる				
ゲーミング				
の				
業態				
、				
姿				
で				
は				
ない				
の				
で				
は				
ない				
か				
な				
と				
考え				
て				
い				
ます				
。				
○				
大門				
実紀史				
君				
　				
射幸				
性				
が				
いろいろ				
と				
言わ				
れ				
ちゃっ				
たら				
もう				
何				
が				
何				
だ				
か				
な				
ん				
です				
けど				
、				
射幸				
性				
は				
、				
今				
まで				
言わ				
れ				
て				
き				
た				
とおり				
、				
何				
と				
いい				
ます				
か				
ね				
、				
当たり外れ				
の				
格差				
の				
大き				
さ				
です				
よ				
ね				
。				
だ				
から				
、				
する				
とき				
は				
むちゃくちゃ				
する				
と				
。				
その				
代わり				
、				
もうかる				
とき				
に				
は				
むちゃくちゃ				
もうかる				
。				
ただ				
、				
その				
確率				
は				
ほとんど				
少ない				
と				
いう				
ところ				
の				
確率				
の				
問題				
の				
こと				
を				
射幸				
性				
で				
表し				
て				
いる				
わけ				
です				
ね				
。				
　				
それ				
を				
コントロール				
できる				
の				
か				
と				
いう				
こと				
です				
けれど				
も				
、				
コントロール				
する				
と				
いう				
世界				
じゃ				
ない				
ん				
です				
よ				
ね				
。				
ルーレット				
で				
どう				
やっ				
て				
コントロール				
する				
の				
か				
と				
。				
スロット				
マシン				
だ				
と				
、				
あの				
機械				
を				
調整				
し				
て				
出る				
確率				
でき				
ます				
けど				
、				
ルーレット				
は				
、				
あれ				
は				
回す				
だけ				
です				
から				
、				
どう				
やっ				
て				
射幸				
性				
を				
落とす				
の				
か				
と				
いう				
こと				
と				
か				
に				
なる				
わけ				
で				
、				
賭博				
の				
世界				
は				
そもそも				
無理				
な				
ん				
です				
よ				
ね				
、				
コントロール				
は				
。				
だ				
から				
、				
法務				
省				
は				
そこ				
の				
ところ				
を				
非常				
に				
留意				
し				
て				
いる				
と				
いう				
こと				
で				
あり				
ます				
。				
　				
実				
は				
、				
この				
文書				
その				
もの				
は				
、				
私				
も				
、				
最初				
は				
十				
二				
月				
七				
日				
、				
私				
が				
法務				
省				
に				
要求				
し				
た				
から				
この				
括弧				
付き				
の				
、				
注釈				
付き				
の				
もの				
を				
出し				
て				
くれ				
た				
の				
か				
な				
と				
、				
前回				
の				
審議				
の				
とき				
まで				
そう				
思っ				
て				
い				
た				
ん				
です				
。				
しかし				
、				
これ				
は				
そう				
じゃ				
なかっ				
た				
ん				
です				
ね				
。				
　				
実				
は				
この				
法務				
省				
の				
八				
要件				
、				
前回				
の				
答弁				
で				
、				
私				
が				
最初				
に				
示さ				
れ				
た				
の				
は				
いつ				
です				
か				
と				
聞い				
たら				
、				
二				
〇				
一				
三				
年				
の				
十				
一				
月				
二十				
日				
の				
衆議				
院				
内閣				
委員				
会				
で				
の				
答弁				
でし				
た				
と				
いう				
ふう				
に				
おっしゃっ				
た				
ん				
です				
ね				
。				
その				
議事				
録				
も				
前回				
配付				
し				
た				
ん				
です				
けれど				
も				
、				
実				
は				
それ				
は				
虚偽				
だっ				
た				
わけ				
で				
あり				
まし				
て				
、				
最初				
に				
示さ				
れ				
た				
の				
は				
その				
一				
年				
半				
前				
の				
二				
〇				
一				
二				
年				
四				
月				
六				
日				
、				
資料				
の				
二				
枚				
目				
に				
あり				
ます				
けれど				
も				
、				
当時				
の				
民主				
党				
の				
内閣				
、				
法務				
、				
国土				
交通				
の				
合同				
部門				
会議				
、				
ここ				
で				
実				
は				
同じ				
もの				
、				
ほとんど				
同じ				
もの				
が				
示さ				
れ				
て				
い				
た				
わけ				
です				
ね				
。				
この				
前				
の				
十				
二				
月				
七				
日				
が				
最初				
じゃ				
なかっ				
た				
ん				
です				
。				
既に				
ここ				
で				
もう				
示さ				
れ				
て				
い				
た				
ん				
です				
。				
　				
この				
二				
〇				
一				
二				
年				
四				
月				
六				
日				
の				
民主				
党				
の				
内閣				
、				
法務				
、				
国交				
の				
三				
部門				
合同				
会議				
と				
いう				
の				
は				
どう				
いう				
会議				
だっ				
た				
か				
と				
いい				
ます				
と				
、				
当時				
、				
民主				
党				
を				
中心				
に				
今				
の				
よう				
な				
ＩＲ	B	ＩＲ法案	特定複合観光施設区域の整備の推進に関する法律	https://ja.wikipedia.org/wiki/%E7%89%B9%E5%AE%9A%E8%A4%87%E5%90%88%E8%A6%B3%E5%85%89%E6%96%BD%E8%A8%AD%E5%8C%BA%E5%9F%9F%E3%81%AE%E6%95%B4%E5%82%99%E3%81%AE%E6%8E%A8%E9%80%B2%E3%81%AB%E9%96%A2%E3%81%99%E3%82%8B%E6%B3%95%E5%BE%8B
法案	I	ＩＲ法案	特定複合観光施設区域の整備の推進に関する法律	https://ja.wikipedia.org/wiki/%E7%89%B9%E5%AE%9A%E8%A4%87%E5%90%88%E8%A6%B3%E5%85%89%E6%96%BD%E8%A8%AD%E5%8C%BA%E5%9F%9F%E3%81%AE%E6%95%B4%E5%82%99%E3%81%AE%E6%8E%A8%E9%80%B2%E3%81%AB%E9%96%A2%E3%81%99%E3%82%8B%E6%B3%95%E5%BE%8B
